category,words
verb,thirsting 
bio,thirsting 
body,thirsting 
ingest,thirsting 
focuspresent,thirsting 
verb,thirsts 
bio,thirsts 
body,thirsts 
ingest,thirsts 
focuspresent,thirsts 
adj,thirsty 
bio,thirsty 
body,thirsty 
ingest,thirsty 
number,thirt* 
function,this 
pronoun,this 
ipron,this 
affect,thnx 
posemo,thnx 
function,tho 
adverb,tho 
conj,tho 
function,tho' 
adverb,tho' 
conj,tho' 
function,those 
pronoun,those 
ipron,those 
function,thou 
pronoun,thou 
ppron,thou 
you,thou 
social,thou 
function,though 
adverb,though 
conj,though 
cogproc,though 
differ,though 
verb,thought 
cogproc,thought 
insight,thought 
affect,thoughtful* 
posemo,thoughtful* 
cogproc,thoughts 
insight,thoughts 
number,thousand* 
function,thoust 
pronoun,thoust 
ppron,thoust 
you,thoust 
social,thoust 
affect,threat* 
negemo,threat* 
anx,threat* 
anger,threat* 
drives,threat* 
power,threat* 
risk,threat* 
number,three 
verb,threw 
focuspast,threw 
relativ,threw 
motion,threw 
money,thrift 
adj,thriftier 
compare,thriftier 
money,thriftier 
adj,thriftiest 
compare,thriftiest 
money,thriftiest 
adj,thrifty 
money,thrifty 
affect,thrill* 
posemo,thrill* 
bio,throat* 
body,throat* 
bio,throb* 
health,throb* 
drives,throne* 
power,throne* 
function,through* 
prep,through* 
verb,throw 
focuspresent,throw 
relativ,throw 
motion,throw 
verb,thrown 
focuspast,thrown 
relativ,thrown 
motion,thrown 
verb,throws 
focuspresent,throws 
relativ,throws 
motion,throws 
function,thru 
prep,thru 
bio,thumbs 
body,thumbs 
percept,thunder* 
hear,thunder* 
relativ,thurs 
time,thurs 
relativ,thursday* 
time,thursday* 
function,thus* 
adverb,thus* 
cogproc,thus* 
cause,thus* 
affect,thx 
posemo,thx 
function,thy 
pronoun,thy 
ppron,thy 
you,thy 
social,thy 
bio,thyroid* 
health,thyroid* 
function,thyself 
pronoun,thyself 
ppron,thyself 
you,thyself 
leisure,ticket* 
adj,tight 
percept,tight 
feel,tight 
adj,tighter 
compare,tighter 
percept,tighter 
feel,tighter 
adj,tightest 
compare,tightest 
percept,tightest 
feel,tightest 
percept,tightly 
feel,tightly 
function,til 
prep,til 
conj,til 
relativ,til 
time,til 
function,till 
prep,till 
conj,till 
relativ,till 
time,till 
relativ,time* 
time,time* 
affect,timid* 
negemo,timid* 
anx,timid* 
relativ,timing 
time,timing 
percept,tingl* 
feel,tingl* 
bio,tingl* 
health,tingl* 
adj,tinier 
compare,tinier 
drives,tinier 
power,tinier 
adj,tiniest 
compare,tiniest 
drives,tiniest 
power,tiniest 
relativ,tiniest 
space,tiniest 
adj,tiny 
drives,tiny 
power,tiny 
relativ,tiny 
space,tiny 
relativ,tiptoe* 
motion,tiptoe* 
adj,tired 
bio,tired 
health,tired 
bio,tiredest 
health,tiredest 
adj,tiring 
bio,tiring 
health,tiring 
bio,tit 
body,tit 
sexual,tit 
bio,tits 
body,tits 
sexual,tits 
bio,titties 
body,titties 
sexual,titties 
bio,titty 
body,titty 
sexual,titty 
leisure,tivo* 
leisure,tix 
function,to 
prep,to 
home,toaster* 
focuspresent,today* 
relativ,today* 
time,today* 
bio,toe 
body,toe 
work,toefl 
bio,toenail* 
body,toenail* 
bio,toes 
body,toes 
social,together 
drives,together 
affiliation,together 
relativ,together 
space,together 
drives,togetherness 
affiliation,togetherness 
verb,told 
social,told 
focuspast,told 
affect,toleran* 
posemo,toleran* 
social,tomboy* 
female,tomboy* 
focusfuture,tomorrow* 
relativ,tomorrow* 
time,tomorrow* 
quant,ton 
percept,tongue* 
bio,tongue* 
body,tongue* 
focusfuture,tonight* 
relativ,tonight* 
time,tonight* 
quant,tons 
bio,tonsils 
body,tonsils 
function,too 
adverb,too 
verb,took 
drives,took 
reward,took 
focuspast,took 
bio,tooth* 
body,tooth* 
adj,top 
compare,top 
drives,top 
achiev,top 
power,top 
relativ,top 
space,top 
relig,torah 
affect,tortur* 
negemo,tortur* 
anger,tortur* 
quant,total 
cogproc,total 
certain,total 
function,totally 
adverb,totally 
cogproc,totally 
certain,totally 
percept,touch* 
feel,touch* 
adj,tough 
affect,tough 
adj,tougher 
compare,tougher 
adj,toughest 
compare,toughest 
function,toward* 
prep,toward* 
relativ,toward* 
space,toward* 
relativ,town 
space,town 
bio,tox* 
health,tox* 
leisure,toy* 
work,trade* 
money,trade* 
verb,trading 
work,trading 
money,trading 
drives,tradition* 
affiliation,tradition* 
affect,traged* 
negemo,traged* 
sad,traged* 
adj,tragic 
affect,tragic 
negemo,tragic 
sad,tragic 
affect,tragically 
negemo,tragically 
sad,tragically 
affect,tranquil* 
posemo,tranquil* 
money,transact* 
work,transcript* 
relativ,transfer* 
motion,transfer* 
work,transfer* 
relativ,transport* 
motion,transport* 
affect,trauma* 
negemo,trauma* 
verb,travel 
focuspresent,travel 
relativ,travel 
motion,travel 
leisure,travel 
verb,traveled 
focuspast,traveled 
relativ,traveled 
motion,traveled 
leisure,traveled 
relativ,traveler* 
motion,traveler* 
leisure,traveler* 
verb,traveling 
relativ,traveling 
motion,traveling 
leisure,traveling 
verb,travels 
focuspresent,travels 
relativ,travels 
motion,travels 
leisure,travels 
affect,treasur* 
posemo,treasur* 
money,treasur* 
affect,treat 
posemo,treat 
affect,trembl* 
negemo,trembl* 
anx,trembl* 
relativ,trembl* 
motion,trembl* 
percept,triang* 
see,triang* 
leisure,triathl* 
adj,tribal 
drives,tribal 
affiliation,tribal 
drives,tribe* 
affiliation,tribe* 
bio,tricep* 
body,tricep* 
affect,trick 
negemo,trick 
anger,trick 
cogproc,trick 
insight,trick 
verb,tricked 
affect,tricked 
negemo,tricked 
anger,tricked 
cogproc,tricked 
insight,tricked 
focuspast,tricked 
adj,trickier 
compare,trickier 
affect,trickier 
negemo,trickier 
anger,trickier 
cogproc,trickier 
insight,trickier 
adj,trickiest 
compare,trickiest 
affect,trickiest 
negemo,trickiest 
anger,trickiest 
cogproc,trickiest 
insight,trickiest 
affect,tricks 
negemo,tricks 
anger,tricks 
cogproc,tricks 
insight,tricks 
adj,tricky 
affect,tricky 
negemo,tricky 
anger,tricky 
cogproc,tricky 
insight,tricky 
verb,tried 
drives,tried 
achiev,tried 
focuspast,tried 
verb,tries 
drives,tries 
achiev,tries 
focuspresent,tries 
cogproc,trigger* 
cause,trigger* 
number,trillion* 
relativ,trip 
motion,trip 
quant,triple* 
quant,tripling 
verb,tripped 
focuspast,tripped 
relativ,tripped 
motion,tripped 
verb,tripping 
relativ,tripping 
motion,tripping 
verb,trips 
relativ,trips 
motion,trips 
adj,trite 
affect,trite 
negemo,trite 
affect,triumph* 
posemo,triumph* 
drives,triumph* 
achiev,triumph* 
reward,triumph* 
adj,trivial 
affect,trivial 
negemo,trivial 
drives,troop* 
affiliation,troop* 
verb,trot 
focuspresent,trot 
relativ,trot 
motion,trot 
verb,trots 
focuspresent,trots 
relativ,trots 
motion,trots 
verb,trotted 
focuspast,trotted 
relativ,trotted 
motion,trotted 
verb,trotting 
relativ,trotting 
motion,trotting 
affect,troubl* 
negemo,troubl* 
drives,troubl* 
risk,troubl* 
adj,true 
affect,true 
posemo,true 
cogproc,true 
certain,true 
adj,truer 
compare,truer 
affect,truer 
posemo,truer 
adj,truest 
compare,truest 
affect,truest 
posemo,truest 
cogproc,truest 
certain,truest 
function,truly 
adverb,truly 
affect,truly 
posemo,truly 
cogproc,truly 
certain,truly 
affect,trust 
posemo,trust 
social,trust 
drives,trust 
risk,trust 
focuspresent,trust 
verb,trusted 
adj,trusted 
affect,trusted 
posemo,trusted 
social,trusted 
drives,trusted 
risk,trusted 
focuspast,trusted 
verb,trusting 
adj,trusting 
affect,trusting 
posemo,trusting 
social,trusting 
drives,trusting 
risk,trusting 
verb,trusts 
affect,trusts 
posemo,trusts 
social,trusts 
drives,trusts 
risk,trusts 
focuspresent,trusts 
affect,trustworthiness 
posemo,trustworthiness 
drives,trustworthiness 
risk,trustworthiness 
affect,trustworthy 
posemo,trustworthy 
drives,trustworthy 
risk,trustworthy 
adj,trusty 
affect,trusty 
posemo,trusty 
affect,truth* 
posemo,truth* 
cogproc,truth* 
certain,truth* 
verb,try 
cogproc,try 
tentat,try 
drives,try 
achiev,try 
focuspresent,try 
verb,trying 
cogproc,trying 
tentat,trying 
drives,trying 
achiev,trying 
function,tryna 
auxverb,tryna 
cogproc,tryna 
tentat,tryna 
focuspresent,tryna 
relativ,tues 
time,tues 
relativ,tuesday* 
time,tuesday* 
money,tuition* 
verb,tumble 
focuspresent,tumble 
relativ,tumble 
motion,tumble 
verb,tumbled 
focuspast,tumbled 
relativ,tumbled 
motion,tumbled 
verb,tumbles 
focuspresent,tumbles 
relativ,tumbles 
motion,tumbles 
verb,tumbling 
relativ,tumbling 
motion,tumbling 
leisure,tumblr 
bio,tummy 
body,tummy 
bio,tumo* 
health,tumo* 
percept,tune 
hear,tune 
percept,tunes 
hear,tunes 
affect,turmoil 
negemo,turmoil 
anx,turmoil 
verb,turn 
focuspresent,turn 
relativ,turn 
motion,turn 
verb,turned 
focuspast,turned 
relativ,turned 
motion,turned 
verb,turns 
focuspresent,turns 
relativ,turns 
motion,turns 
work,tutor* 
leisure,tv* 
bio,twat* 
sexual,twat* 
social,tweet* 
drives,tweet* 
affiliation,tweet* 
number,twel* 
number,twent* 
number,twice 
verb,twirl* 
relativ,twirl* 
motion,twirl* 
verb,twist* 
relativ,twist* 
motion,twist* 
verb,twitch 
bio,twitch 
health,twitch 
focuspresent,twitch 
relativ,twitch 
motion,twitch 
verb,twitched 
bio,twitched 
health,twitched 
focuspast,twitched 
relativ,twitched 
motion,twitched 
bio,twitches 
health,twitches 
focuspresent,twitches 
relativ,twitches 
motion,twitches 
verb,twitching 
bio,twitching 
health,twitching 
relativ,twitching 
motion,twitching 
adj,twitchy 
affect,twitchy 
negemo,twitchy 
anx,twitchy 
bio,twitchy 
health,twitchy 
relativ,twitchy 
motion,twitchy 
social,twitter 
drives,twitter 
affiliation,twitter 
leisure,twitter 
number,two 
drives,txt* 
affiliation,txt* 
affect,ty 
posemo,ty 
bio,tylenol 
health,tylenol 
verb,typed 
focuspast,typed 
work,typed 
adj,typical 
function,typically 
adverb,typically 
cogproc,typically 
tentat,typically 
verb,typing 
work,typing 
function,u 
pronoun,u 
ppron,u 
you,u 
affect,ugh 
negemo,ugh 
adj,uglier 
compare,uglier 
affect,uglier 
negemo,uglier 
anger,uglier 
adj,ugliest 
compare,ugliest 
affect,ugliest 
negemo,ugliest 
anger,ugliest 
adj,ugly 
affect,ugly 
negemo,ugly 
anger,ugly 
function,uh-uh 
negate,uh-uh 
bio,ulcer* 
health,ulcer* 
adj,ultimate 
function,ultimately 
adverb,ultimately 
function,unable 
auxverb,unable 
drives,unable 
achiev,unable 
affect,unaccept* 
negemo,unaccept* 
cogproc,unaccept* 
insight,unaccept* 
drives,unaccept* 
power,unaccept* 
cogproc,unambigu* 
certain,unambigu* 
adj,unattractive 
affect,unattractive 
negemo,unattractive 
cogproc,unaware* 
insight,unaware* 
drives,unbeat* 
achiev,unbeat* 
affect,uncertain* 
negemo,uncertain* 
anx,uncertain* 
cogproc,uncertain* 
tentat,uncertain* 
social,uncle 
family,uncle 
male,uncle 
social,uncle's 
family,uncle's 
male,uncle's 
cogproc,unclear* 
tentat,unclear* 
social,uncles 
family,uncles 
male,uncles 
affect,uncomfortabl* 
negemo,uncomfortabl* 
anx,uncomfortabl* 
adj,uncommon 
function,uncommonly 
adverb,uncommonly 
affect,uncontrol* 
negemo,uncontrol* 
anx,uncontrol* 
cogproc,undecided* 
tentat,undecided* 
cogproc,undeniab* 
certain,undeniab* 
function,under 
prep,under 
drives,under 
power,under 
relativ,under 
space,under 
drives,underclass* 
power,underclass* 
work,underclass* 
drives,underdog* 
power,underdog* 
work,undergrad* 
drives,underling* 
power,underling* 
function,underneath 
prep,underneath 
relativ,underneath 
space,underneath 
work,underpaid 
money,underpaid 
drives,underprivileg* 
power,underprivileg* 
relativ,undersid* 
space,undersid* 
verb,understand 
cogproc,understand 
insight,understand 
focuspresent,understand 
cogproc,understandab* 
insight,understandab* 
cogproc,understanding* 
insight,understanding* 
verb,understands 
cogproc,understands 
insight,understands 
focuspresent,understands 
verb,understood 
cogproc,understood 
insight,understood 
focuspast,understood 
affect,undesir* 
negemo,undesir* 
cogproc,undesir* 
discrep,undesir* 
drives,undesir* 
risk,undesir* 
cogproc,undetermin* 
tentat,undetermin* 
verb,undid 
cogproc,undid 
discrep,undid 
focuspast,undid 
verb,undo 
cogproc,undo 
discrep,undo 
focuspresent,undo 
verb,undoes 
cogproc,undoes 
discrep,undoes 
focuspresent,undoes 
verb,undoing 
cogproc,undoing 
discrep,undoing 
cogproc,undone 
discrep,undone 
cogproc,undoubt* 
certain,undoubt* 
affect,uneas* 
negemo,uneas* 
anx,uneas* 
work,unemploy* 
adj,unexpected 
adj,unfair 
affect,unfair 
negemo,unfair 
verb,unfollow* 
affect,unfortunate* 
negemo,unfortunate* 
verb,unfriend 
focuspresent,unfriend 
verb,unfriended 
focuspast,unfriended 
verb,unfriending 
affect,unfriendly 
negemo,unfriendly 
verb,unfriends 
focuspresent,unfriends 
affect,ungrateful* 
negemo,ungrateful* 
affect,unhapp* 
negemo,unhapp* 
sad,unhapp* 
bio,unhealthy 
health,unhealthy 
adj,unimportant 
affect,unimportant 
negemo,unimportant 
sad,unimportant 
drives,unimportant 
power,unimportant 
affect,unimpress* 
negemo,unimpress* 
drives,union* 
affiliation,union* 
adj,unique 
compare,unique 
relativ,universe* 
space,universe* 
work,universit* 
adj,unkind 
affect,unkind 
negemo,unkind 
adj,unknowing 
cogproc,unknowing 
tentat,unknowing 
cogproc,unknowingly 
tentat,unknowingly 
adj,unknown 
cogproc,unknown 
tentat,unknown 
function,unless 
prep,unless 
conj,unless 
cogproc,unless 
differ,unless 
function,unlike 
prep,unlike 
cogproc,unlike 
differ,unlike 
cogproc,unlikel* 
tentat,unlikel* 
affect,unlov* 
negemo,unlov* 
adj,unlucky 
affect,unlucky 
negemo,unlucky 
cogproc,unneccess* 
discrep,unneccess* 
adj,unpleasant 
affect,unpleasant 
negemo,unpleasant 
drives,unproduc* 
achiev,unproduc* 
risk,unproduc* 
work,unproduc* 
affect,unprotected 
negemo,unprotected 
drives,unprotected 
risk,unprotected 
adj,unqualified 
drives,unqualified 
power,unqualified 
cogproc,unquestion* 
certain,unquestion* 
cogproc,unrelat* 
insight,unrelat* 
cogproc,unresolv* 
tentat,unresolv* 
adj,unsafe 
affect,unsafe 
negemo,unsafe 
drives,unsafe 
risk,unsafe 
adj,unsavory 
affect,unsavory 
negemo,unsavory 
affect,unsettl* 
negemo,unsettl* 
anx,unsettl* 
cogproc,unsettl* 
tentat,unsettl* 
affect,unsuccessful* 
negemo,unsuccessful* 
sad,unsuccessful* 
drives,unsuccessful* 
achiev,unsuccessful* 
affect,unsure* 
negemo,unsure* 
anx,unsure* 
cogproc,unsure* 
tentat,unsure* 
drives,unsure* 
risk,unsure* 
function,until 
prep,until 
conj,until 
relativ,until 
time,until 
function,unto 
prep,unto 
relativ,untwist* 
motion,untwist* 
cogproc,unusual 
discrep,unusual 
adj,unwanted 
cogproc,unwanted 
discrep,unwanted 
drives,unwanted 
power,unwanted 
risk,unwanted 
affect,unwelcom* 
negemo,unwelcom* 
leisure,unwind* 
function,up 
prep,up 
drives,up 
power,up 
relativ,up 
space,up 
focusfuture,up-and-coming* 
focuspresent,up-to-date 
adj,upbeat 
affect,upbeat 
posemo,upbeat 
focusfuture,upcoming 
relativ,updat* 
time,updat* 
function,upon 
prep,upon 
relativ,upon 
space,upon 
adj,upper 
drives,upper 
power,upper 
relativ,upper 
space,upper 
drives,upperclass* 
power,upperclass* 
work,upperclass* 
relativ,uppermost 
space,uppermost 
adj,upright 
relativ,upright 
space,upright 
adj,upset 
affect,upset 
negemo,upset 
anx,upset 
verb,upsets 
affect,upsets 
negemo,upsets 
anx,upsets 
focuspresent,upsets 
adj,upsetting 
affect,upsetting 
negemo,upsetting 
anx,upsetting 
relativ,upstairs 
space,upstairs 
affect,uptight* 
negemo,uptight* 
anx,uptight* 
function,ur 
pronoun,ur 
ppron,ur 
you,ur 
social,ur 
adj,urban 
bio,urin* 
body,urin* 
function,us 
pronoun,us 
ppron,us 
we,us 
social,us 
drives,us 
affiliation,us 
money,usd 
verb,use 
cogproc,use 
cause,use 
focuspresent,use 
verb,used 
cogproc,used 
cause,used 
focuspast,used 
affect,useful 
posemo,useful 
affect,usefully 
posemo,usefully 
affect,usefulness 
posemo,usefulness 
affect,useless 
negemo,useless 
sad,useless 
drives,useless 
power,useless 
affect,uselessly 
negemo,uselessly 
sad,uselessly 
affect,uselessness 
negemo,uselessness 
sad,uselessness 
verb,uses 
cogproc,uses 
cause,uses 
focuspresent,uses 
verb,using 
cogproc,using 
cause,using 
adj,usual 
relativ,usual 
time,usual 
function,usually 
adverb,usually 
cogproc,usually 
tentat,usually 
relativ,usually 
time,usually 
bio,uter* 
body,uter* 
leisure,vacation* 
home,vacuum* 
bio,vag 
body,vag 
sexual,vag 
bio,vagin* 
body,vagin* 
sexual,vagin* 
adj,vague 
cogproc,vague 
tentat,vague 
cogproc,vaguely 
tentat,vaguely 
cogproc,vagueness 
tentat,vagueness 
adj,vaguer 
compare,vaguer 
cogproc,vaguer 
tentat,vaguer 
adj,vaguest 
compare,vaguest 
cogproc,vaguest 
tentat,vaguest 
adj,vain 
affect,vain 
negemo,vain 
social,valentin* 
friend,valentin* 
drives,valentin* 
affiliation,valentin* 
affect,valuabl* 
posemo,valuabl* 
affect,value 
posemo,value 
affect,valued 
posemo,valued 
affect,values 
posemo,values 
verb,valuing 
affect,valuing 
posemo,valuing 
affect,vanity 
negemo,vanity 
drives,vanquish* 
power,vanquish* 
leisure,vape 
cogproc,variab* 
tentat,variab* 
adj,varied 
verb,varies 
cogproc,varies 
tentat,varies 
adj,variety 
compare,variety 
quant,variety 
adj,various 
compare,various 
quant,various 
work,varsit* 
verb,vary 
cogproc,vary 
tentat,vary 
focuspresent,vary 
adj,vast 
relativ,vast 
space,vast 
function,vastly 
adverb,vastly 
relativ,vastly 
space,vastly 
relativ,vastness 
space,vastness 
relig,vatican* 
leisure,vcr* 
bio,vd 
health,vd 
sexual,vd 
bio,veget* 
ingest,veget* 
bio,veggie* 
ingest,veggie* 
relig,veil* 
bio,vein* 
body,vein* 
money,venmo* 
drives,verb 
power,verb 
relativ,verg* 
space,verg* 
cogproc,version 
differ,version 
function,versus 
prep,versus 
cogproc,versus 
differ,versus 
relativ,vertical* 
space,vertical* 
bio,vertigo 
health,vertigo 
function,very 
adverb,very 
drives,veteran* 
power,veteran* 
function,via 
prep,via 
relativ,via 
space,via 
bio,viagra 
health,viagra 
sexual,viagra 
relativ,vibrate 
motion,vibrate 
bio,vibrator* 
sexual,vibrator* 
adj,vicious 
affect,vicious 
negemo,vicious 
anger,vicious 
affect,viciously 
negemo,viciously 
anger,viciously 
affect,viciousness 
negemo,viciousness 
anger,viciousness 
bio,vicodin 
health,vicodin 
affect,victim* 
negemo,victim* 
drives,victim* 
power,victim* 
drives,victor* 
achiev,victor* 
power,victor* 
reward,victor* 
percept,vid 
see,vid 
percept,video* 
see,video* 
leisure,video* 
percept,view 
see,view 
verb,viewed 
focuspast,viewed 
percept,viewer* 
see,viewer* 
percept,viewing* 
see,viewing* 
percept,views 
see,views 
drives,vigilan* 
risk,vigilan* 
affect,vigor* 
posemo,vigor* 
affect,vigour* 
posemo,vigour* 
affect,vile 
negemo,vile 
anger,vile 
affect,villain* 
negemo,villain* 
anger,villain* 
affect,violat* 
negemo,violat* 
anger,violat* 
affect,violence 
negemo,violence 
adj,violent 
affect,violent 
negemo,violent 
